Nightlord,Shifting Earth,Map ID,Evergaol,Boss
153.0,Maris,Rotted Woods,Highroad,Dragonkin Soldier
153.0,Maris,Rotted Woods,Mistwood,Beastmen of Farum Azula
153.0,Maris,Rotted Woods,Northeast Tunnel Entrance,Beastly Brigade
154.0,Maris,Rotted Woods,Northwest of Lake,Godskin Noble
154.0,Maris,Rotted Woods,Murkwater Terminus,Stoneskin Lords
154.0,Maris,Rotted Woods,Stormhill,Beastly Brigade
154.0,Maris,Rotted Woods,Highroad,Omen
154.0,Maris,Rotted Woods,Mistwood,Godskin Apostle
154.0,Maris,Rotted Woods,Northeast Tunnel Entrance,Banished Knights
155.0,Maris,Noklateo,Murkwater Terminus,Godskin Noble
155.0,Maris,Noklateo,Stormhill,Banished Knights
155.0,Maris,Noklateo,Highroad,Crystalians
155.0,Maris,Noklateo,East of Lake,Beastmen of Farum Azula
155.0,Maris,Noklateo,Mistwood,Dragonkin Soldier
155.0,Maris,Noklateo,Northeast Tunnel Entrance,Beastly Brigade
156.0,Maris,Noklateo,Murkwater Terminus,Beastmen of Farum Azula
156.0,Maris,Noklateo,Stormhill,Beastly Brigade
156.0,Maris,Noklateo,Highroad,Stoneskin Lords
156.0,Maris,Noklateo,East of Lake,Crucible Knight with Sword
156.0,Maris,Noklateo,Mistwood,Godskin Noble
156.0,Maris,Noklateo,Northeast Tunnel Entrance,Nox Warriors
157.0,Maris,Noklateo,Murkwater Terminus,Grave Warden Duelist
157.0,Maris,Noklateo,Stormhill,Godskin Noble
157.0,Maris,Noklateo,Highroad,Nox Warriors
157.0,Maris,Noklateo,East of Lake,Stoneskin Lords
157.0,Maris,Noklateo,Mistwood,Crucible Knight with Spear
157.0,Maris,Noklateo,Northeast Tunnel Entrance,Beastmen of Farum Azula
158.0,Maris,Noklateo,Murkwater Terminus,Beastmen of Farum Azula
158.0,Maris,Noklateo,Stormhill,Dragonkin Soldier
158.0,Maris,Noklateo,Highroad,Nox Warriors
158.0,Maris,Noklateo,East of Lake,Stoneskin Lords
158.0,Maris,Noklateo,Mistwood,Omen
158.0,Maris,Noklateo,Northeast Tunnel Entrance,Godskin Apostle
159.0,Maris,Noklateo,Murkwater Terminus,Omen
159.0,Maris,Noklateo,Stormhill,Godskin Apostle
159.0,Maris,Noklateo,Highroad,Bloodhound Knight
159.0,Maris,Noklateo,East of Lake,Dragonkin Soldier
159.0,Maris,Noklateo,Mistwood,Stoneskin Lords
159.0,Maris,Noklateo,Northeast Tunnel Entrance,Death Rite Bird
160.0,Libra,Default,Northwest of Lake,Bloodhound Knight
160.0,Libra,Default,Murkwater Terminus,Banished Knights
160.0,Libra,Default,Stormhill,Stoneskin Lords
160.0,Libra,Default,Highroad,Dragonkin Soldier
160.0,Libra,Default,East of Lake,Beastly Brigade
160.0,Libra,Default,Mistwood,Crucible Knight with Sword
160.0,Libra,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
161.0,Libra,Default,Northwest of Lake,Bloodhound Knight
161.0,Libra,Default,Murkwater Terminus,Nox Warriors
161.0,Libra,Default,Stormhill,Stoneskin Lords
161.0,Libra,Default,Highroad,Beastly Brigade
161.0,Libra,Default,East of Lake,Dragonkin Soldier
161.0,Libra,Default,Mistwood,Godskin Noble
161.0,Libra,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
162.0,Libra,Default,Northwest of Lake,Beastmen of Farum Azula
162.0,Libra,Default,Murkwater Terminus,Omen
162.0,Libra,Default,Stormhill,Godskin Apostle
162.0,Libra,Default,Highroad,Godskin Noble
162.0,Libra,Default,East of Lake,Crystalians
162.0,Libra,Default,Mistwood,Nox Warriors
162.0,Libra,Default,Northeast Tunnel Entrance,Stoneskin Lords
163.0,Libra,Default,Northwest of Lake,Omen
163.0,Libra,Default,Murkwater Terminus,Crystalians
163.0,Libra,Default,Stormhill,Stoneskin Lords
163.0,Libra,Default,Highroad,Crucible Knight with Spear
163.0,Libra,Default,East of Lake,Beastmen of Farum Azula
163.0,Libra,Default,Mistwood,Godskin Apostle
163.0,Libra,Default,Northeast Tunnel Entrance,Nox Warriors
164.0,Libra,Default,Northwest of Lake,Grave Warden Duelist
164.0,Libra,Default,Murkwater Terminus,Banished Knights
164.0,Libra,Default,Stormhill,Godskin Apostle
164.0,Libra,Default,Highroad,Dragonkin Soldier
164.0,Libra,Default,East of Lake,Beastmen of Farum Azula
164.0,Libra,Default,Mistwood,Ancient Dragon
164.0,Libra,Default,Northeast Tunnel Entrance,Crystalians
165.0,Libra,Default,Northwest of Lake,Bloodhound Knight
165.0,Libra,Default,Murkwater Terminus,Godskin Apostle
165.0,Libra,Default,Stormhill,Grave Warden Duelist
165.0,Libra,Default,Highroad,Nox Warriors
165.0,Libra,Default,East of Lake,Omen
165.0,Libra,Default,Mistwood,Crucible Knight with Sword
165.0,Libra,Default,Northeast Tunnel Entrance,Stoneskin Lords
166.0,Libra,Default,Northwest of Lake,Godskin Apostle
166.0,Libra,Default,Murkwater Terminus,Beastly Brigade
166.0,Libra,Default,Stormhill,Bloodhound Knight
166.0,Libra,Default,Highroad,Crystalians
166.0,Libra,Default,East of Lake,Crucible Knight with Spear
166.0,Libra,Default,Mistwood,Grave Warden Duelist
166.0,Libra,Default,Northeast Tunnel Entrance,Nox Warriors
167.0,Libra,Default,Northwest of Lake,Bloodhound Knight
167.0,Libra,Default,Murkwater Terminus,Crucible Knight with Sword
167.0,Libra,Default,Stormhill,Omen
167.0,Libra,Default,Highroad,Beastmen of Farum Azula
167.0,Libra,Default,East of Lake,Dragonkin Soldier
167.0,Libra,Default,Mistwood,Banished Knights
167.0,Libra,Default,Northeast Tunnel Entrance,Stoneskin Lords
168.0,Libra,Default,Northwest of Lake,Nox Warriors
168.0,Libra,Default,Murkwater Terminus,Crystalians
168.0,Libra,Default,Stormhill,Beastly Brigade
168.0,Libra,Default,Highroad,Crucible Knight with Spear
168.0,Libra,Default,East of Lake,Omen
168.0,Libra,Default,Mistwood,Godskin Noble
168.0,Libra,Default,Northeast Tunnel Entrance,Bloodhound Knight
169.0,Libra,Default,Northwest of Lake,Dragonkin Soldier
169.0,Libra,Default,Murkwater Terminus,Stoneskin Lords
169.0,Libra,Default,Stormhill,Grave Warden Duelist
169.0,Libra,Default,Highroad,Omen
169.0,Libra,Default,East of Lake,Crystalians
169.0,Libra,Default,Mistwood,Godskin Apostle
169.0,Libra,Default,Northeast Tunnel Entrance,Nox Warriors
170.0,Libra,Default,Northwest of Lake,Godskin Apostle
170.0,Libra,Default,Murkwater Terminus,Nox Warriors
170.0,Libra,Default,Stormhill,Stoneskin Lords
170.0,Libra,Default,Highroad,Omen
170.0,Libra,Default,East of Lake,Bloodhound Knight
170.0,Libra,Default,Mistwood,Crucible Knight with Spear
170.0,Libra,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
171.0,Libra,Default,Northwest of Lake,Stoneskin Lords
171.0,Libra,Default,Murkwater Terminus,Godskin Duo
171.0,Libra,Default,Stormhill,Omen
171.0,Libra,Default,Highroad,Nox Warriors
171.0,Libra,Default,East of Lake,Beastly Brigade
171.0,Libra,Default,Mistwood,Crucible Knight with Sword
171.0,Libra,Default,Northeast Tunnel Entrance,Crucible Knight with Spear
172.0,Libra,Default,Northwest of Lake,Beastmen of Farum Azula
172.0,Libra,Default,Murkwater Terminus,Beastly Brigade
172.0,Libra,Default,Stormhill,Crucible Knight with Sword
172.0,Libra,Default,Highroad,Stoneskin Lords
172.0,Libra,Default,East of Lake,Banished Knights
172.0,Libra,Default,Mistwood,Death Rite Bird
172.0,Libra,Default,Northeast Tunnel Entrance,Dragonkin Soldier
173.0,Libra,Default,Northwest of Lake,Omen
173.0,Libra,Default,Murkwater Terminus,Banished Knights
173.0,Libra,Default,Stormhill,Beastmen of Farum Azula
173.0,Libra,Default,Highroad,Bloodhound Knight
173.0,Libra,Default,East of Lake,Crucible Knight with Sword
173.0,Libra,Default,Mistwood,Death Rite Bird
173.0,Libra,Default,Northeast Tunnel Entrance,Dragonkin Soldier
174.0,Libra,Default,Northwest of Lake,Beastly Brigade
174.0,Libra,Default,Murkwater Terminus,Death Rite Bird
174.0,Libra,Default,Stormhill,Nox Warriors
174.0,Libra,Default,Highroad,Omen
174.0,Libra,Default,East of Lake,Crucible Knight with Sword
174.0,Libra,Default,Mistwood,Crystalians
174.0,Libra,Default,Northeast Tunnel Entrance,Crucible Knight with Spear
175.0,Libra,Default,Northwest of Lake,Omen
175.0,Libra,Default,Murkwater Terminus,Beastly Brigade
175.0,Libra,Default,Stormhill,Stoneskin Lords
175.0,Libra,Default,Highroad,Banished Knights
175.0,Libra,Default,East of Lake,Godskin Noble
175.0,Libra,Default,Mistwood,Crystalians
175.0,Libra,Default,Northeast Tunnel Entrance,Crucible Knight with Spear
176.0,Libra,Default,Northwest of Lake,Bloodhound Knight
176.0,Libra,Default,Murkwater Terminus,Crystalians
176.0,Libra,Default,Stormhill,Beastly Brigade
176.0,Libra,Default,Highroad,Godskin Noble
176.0,Libra,Default,East of Lake,Omen
176.0,Libra,Default,Mistwood,Crucible Knight with Sword
176.0,Libra,Default,Northeast Tunnel Entrance,Nox Warriors
177.0,Libra,Default,Northwest of Lake,Banished Knights
177.0,Libra,Default,Murkwater Terminus,Bloodhound Knight
177.0,Libra,Default,Stormhill,Crucible Knight with Sword
177.0,Libra,Default,Highroad,Grave Warden Duelist
177.0,Libra,Default,East of Lake,Stoneskin Lords
177.0,Libra,Default,Mistwood,Godskin Noble
177.0,Libra,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
178.0,Libra,Default,Northwest of Lake,Grave Warden Duelist
178.0,Libra,Default,Murkwater Terminus,Godskin Apostle
178.0,Libra,Default,Stormhill,Crystalians
178.0,Libra,Default,Highroad,Godskin Noble
178.0,Libra,Default,East of Lake,Beastly Brigade
178.0,Libra,Default,Mistwood,Banished Knights
178.0,Libra,Default,Northeast Tunnel Entrance,Nox Warriors
179.0,Libra,Default,Northwest of Lake,Beastmen of Farum Azula
179.0,Libra,Default,Murkwater Terminus,Godskin Noble
179.0,Libra,Default,Stormhill,Banished Knights
179.0,Libra,Default,Highroad,Stoneskin Lords
179.0,Libra,Default,East of Lake,Godskin Apostle
179.0,Libra,Default,Mistwood,Grave Warden Duelist
179.0,Libra,Default,Northeast Tunnel Entrance,Bloodhound Knight
180.0,Libra,Mountaintop,Northwest of Lake,Banished Knights
180.0,Libra,Mountaintop,East of Lake,Nox Warriors
180.0,Libra,Mountaintop,Mistwood,Godskin Noble
180.0,Libra,Mountaintop,Northeast Tunnel Entrance,Beastmen of Farum Azula
181.0,Libra,Mountaintop,Northwest of Lake,Bloodhound Knight
181.0,Libra,Mountaintop,East of Lake,Godskin Noble
181.0,Libra,Mountaintop,Mistwood,Nox Warriors
181.0,Libra,Mountaintop,Northeast Tunnel Entrance,Beastly Brigade
182.0,Libra,Mountaintop,Northwest of Lake,Godskin Apostle
182.0,Libra,Mountaintop,East of Lake,Stoneskin Lords
182.0,Libra,Mountaintop,Mistwood,Banished Knights
182.0,Libra,Mountaintop,Northeast Tunnel Entrance,Grave Warden Duelist
183.0,Libra,Mountaintop,Northwest of Lake,Beastmen of Farum Azula
183.0,Libra,Mountaintop,East of Lake,Bloodhound Knight
183.0,Libra,Mountaintop,Mistwood,Crystalians
183.0,Libra,Mountaintop,Northeast Tunnel Entrance,Crucible Knight with Sword
184.0,Libra,Mountaintop,Northwest of Lake,Nox Warriors
184.0,Libra,Mountaintop,East of Lake,Crystalians
184.0,Libra,Mountaintop,Mistwood,Grave Warden Duelist
184.0,Libra,Mountaintop,Northeast Tunnel Entrance,Crucible Knight with Spear
185.0,Libra,Crater,Northwest of Lake,Banished Knights
185.0,Libra,Crater,Stormhill,Crucible Knight with Sword
185.0,Libra,Crater,East of Lake,Nox Warriors
185.0,Libra,Crater,Mistwood,Beastly Brigade
186.0,Libra,Crater,Northwest of Lake,Grave Warden Duelist
186.0,Libra,Crater,Stormhill,Stoneskin Lords
186.0,Libra,Crater,East of Lake,Crucible Knight with Sword
186.0,Libra,Crater,Mistwood,Banished Knights
187.0,Libra,Crater,Northwest of Lake,Nox Warriors
187.0,Libra,Crater,Stormhill,Godskin Apostle
187.0,Libra,Crater,East of Lake,Beastly Brigade
187.0,Libra,Crater,Mistwood,Banished Knights
188.0,Libra,Crater,Northwest of Lake,Crucible Knight with Spear
188.0,Libra,Crater,Stormhill,Nox Warriors
188.0,Libra,Crater,East of Lake,Bloodhound Knight
188.0,Libra,Crater,Mistwood,Beastly Brigade
189.0,Libra,Crater,Northwest of Lake,Crucible Knight with Sword
189.0,Libra,Crater,Stormhill,Stoneskin Lords
189.0,Libra,Crater,East of Lake,Beastmen of Farum Azula
189.0,Libra,Crater,Mistwood,Bloodhound Knight
190.0,Libra,Rotted Woods,Northwest of Lake,Omen
190.0,Libra,Rotted Woods,Murkwater Terminus,Crucible Knight with Sword
190.0,Libra,Rotted Woods,Stormhill,Dragonkin Soldier
190.0,Libra,Rotted Woods,Highroad,Bloodhound Knight
190.0,Libra,Rotted Woods,Mistwood,Nox Warriors
190.0,Libra,Rotted Woods,Northeast Tunnel Entrance,Beastly Brigade
191.0,Libra,Rotted Woods,Northwest of Lake,Godskin Apostle
191.0,Libra,Rotted Woods,Murkwater Terminus,Banished Knights
191.0,Libra,Rotted Woods,Stormhill,Ancient Dragon
191.0,Libra,Rotted Woods,Highroad,Bloodhound Knight
191.0,Libra,Rotted Woods,Mistwood,Godskin Noble
191.0,Libra,Rotted Woods,Northeast Tunnel Entrance,Omen
192.0,Libra,Rotted Woods,Northwest of Lake,Banished Knights
192.0,Libra,Rotted Woods,Murkwater Terminus,Bloodhound Knight
192.0,Libra,Rotted Woods,Stormhill,Beastly Brigade
192.0,Libra,Rotted Woods,Highroad,Godskin Apostle
192.0,Libra,Rotted Woods,Mistwood,Godskin Noble
192.0,Libra,Rotted Woods,Northeast Tunnel Entrance,Grave Warden Duelist
193.0,Libra,Rotted Woods,Northwest of Lake,Crucible Knight with Sword
193.0,Libra,Rotted Woods,Murkwater Terminus,Death Rite Bird
193.0,Libra,Rotted Woods,Stormhill,Stoneskin Lords
193.0,Libra,Rotted Woods,Highroad,Grave Warden Duelist
193.0,Libra,Rotted Woods,Mistwood,Nox Warriors
193.0,Libra,Rotted Woods,Northeast Tunnel Entrance,Dragonkin Soldier
194.0,Libra,Rotted Woods,Northwest of Lake,Nox Warriors
194.0,Libra,Rotted Woods,Murkwater Terminus,Omen
194.0,Libra,Rotted Woods,Stormhill,Godskin Apostle
194.0,Libra,Rotted Woods,Highroad,Godskin Noble
194.0,Libra,Rotted Woods,Mistwood,Bloodhound Knight
194.0,Libra,Rotted Woods,Northeast Tunnel Entrance,Beastly Brigade
195.0,Libra,Noklateo,Murkwater Terminus,Nox Warriors
195.0,Libra,Noklateo,Stormhill,Godskin Apostle
195.0,Libra,Noklateo,Highroad,Beastly Brigade
195.0,Libra,Noklateo,East of Lake,Grave Warden Duelist
195.0,Libra,Noklateo,Mistwood,Banished Knights
195.0,Libra,Noklateo,Northeast Tunnel Entrance,Crucible Knight with Sword
196.0,Libra,Noklateo,Murkwater Terminus,Ancient Dragon
196.0,Libra,Noklateo,Stormhill,Crucible Knight with Spear
196.0,Libra,Noklateo,Highroad,Bloodhound Knight
196.0,Libra,Noklateo,East of Lake,Nox Warriors
196.0,Libra,Noklateo,Mistwood,Omen
196.0,Libra,Noklateo,Northeast Tunnel Entrance,Crucible Knight with Sword
197.0,Libra,Noklateo,Murkwater Terminus,Crystalians
197.0,Libra,Noklateo,Stormhill,Godskin Duo
197.0,Libra,Noklateo,Highroad,Godskin Apostle
197.0,Libra,Noklateo,East of Lake,Bloodhound Knight
197.0,Libra,Noklateo,Mistwood,Omen
197.0,Libra,Noklateo,Northeast Tunnel Entrance,Godskin Noble
198.0,Libra,Noklateo,Murkwater Terminus,Beastmen of Farum Azula
198.0,Libra,Noklateo,Stormhill,Godskin Apostle
198.0,Libra,Noklateo,Highroad,Beastly Brigade
198.0,Libra,Noklateo,East of Lake,Nox Warriors
198.0,Libra,Noklateo,Mistwood,Stoneskin Lords
198.0,Libra,Noklateo,Northeast Tunnel Entrance,Crucible Knight with Sword
199.0,Libra,Noklateo,Murkwater Terminus,Grave Warden Duelist
199.0,Libra,Noklateo,Stormhill,Bloodhound Knight
199.0,Libra,Noklateo,Highroad,Crucible Knight with Spear
199.0,Libra,Noklateo,East of Lake,Stoneskin Lords
199.0,Libra,Noklateo,Mistwood,Godskin Noble
199.0,Libra,Noklateo,Northeast Tunnel Entrance,Omen
200.0,Fulghor,Default,Northwest of Lake,Beastmen of Farum Azula
200.0,Fulghor,Default,Murkwater Terminus,Banished Knights
200.0,Fulghor,Default,Stormhill,Stoneskin Lords
200.0,Fulghor,Default,Highroad,Beastly Brigade
200.0,Fulghor,Default,East of Lake,Crucible Knight with Spear
200.0,Fulghor,Default,Mistwood,Godskin Apostle
200.0,Fulghor,Default,Northeast Tunnel Entrance,Godskin Duo
201.0,Fulghor,Default,Northwest of Lake,Banished Knights
201.0,Fulghor,Default,Murkwater Terminus,Omen
201.0,Fulghor,Default,Stormhill,Nox Warriors
201.0,Fulghor,Default,Highroad,Godskin Noble
201.0,Fulghor,Default,East of Lake,Beastly Brigade
201.0,Fulghor,Default,Mistwood,Crystalians
201.0,Fulghor,Default,Northeast Tunnel Entrance,Crucible Knight with Spear
202.0,Fulghor,Default,Northwest of Lake,Omen
202.0,Fulghor,Default,Murkwater Terminus,Crucible Knight with Sword
202.0,Fulghor,Default,Stormhill,Stoneskin Lords
202.0,Fulghor,Default,Highroad,Dragonkin Soldier
202.0,Fulghor,Default,East of Lake,Beastly Brigade
202.0,Fulghor,Default,Mistwood,Ancient Dragon
202.0,Fulghor,Default,Northeast Tunnel Entrance,Nox Warriors
203.0,Fulghor,Default,Northwest of Lake,Beastmen of Farum Azula
203.0,Fulghor,Default,Murkwater Terminus,Crucible Knight with Sword
203.0,Fulghor,Default,Stormhill,Bloodhound Knight
203.0,Fulghor,Default,Highroad,Beastly Brigade
203.0,Fulghor,Default,East of Lake,Stoneskin Lords
203.0,Fulghor,Default,Mistwood,Godskin Apostle
203.0,Fulghor,Default,Northeast Tunnel Entrance,Nox Warriors
204.0,Fulghor,Default,Northwest of Lake,Stoneskin Lords
204.0,Fulghor,Default,Murkwater Terminus,Beastmen of Farum Azula
204.0,Fulghor,Default,Stormhill,Godskin Noble
204.0,Fulghor,Default,Highroad,Omen
204.0,Fulghor,Default,East of Lake,Bloodhound Knight
204.0,Fulghor,Default,Mistwood,Crucible Knight with Sword
204.0,Fulghor,Default,Northeast Tunnel Entrance,Crystalians
205.0,Fulghor,Default,Northwest of Lake,Grave Warden Duelist
205.0,Fulghor,Default,Murkwater Terminus,Ancient Dragon
205.0,Fulghor,Default,Stormhill,Omen
205.0,Fulghor,Default,Highroad,Banished Knights
205.0,Fulghor,Default,East of Lake,Crucible Knight with Spear
205.0,Fulghor,Default,Mistwood,Godskin Noble
205.0,Fulghor,Default,Northeast Tunnel Entrance,Crystalians
206.0,Fulghor,Default,Northwest of Lake,Bloodhound Knight
206.0,Fulghor,Default,Murkwater Terminus,Stoneskin Lords
206.0,Fulghor,Default,Stormhill,Beastmen of Farum Azula
206.0,Fulghor,Default,Highroad,Dragonkin Soldier
206.0,Fulghor,Default,East of Lake,Crystalians
206.0,Fulghor,Default,Mistwood,Godskin Apostle
206.0,Fulghor,Default,Northeast Tunnel Entrance,Beastly Brigade
207.0,Fulghor,Default,Northwest of Lake,Crucible Knight with Spear
207.0,Fulghor,Default,Murkwater Terminus,Nox Warriors
207.0,Fulghor,Default,Stormhill,Stoneskin Lords
207.0,Fulghor,Default,Highroad,Bloodhound Knight
207.0,Fulghor,Default,East of Lake,Beastmen of Farum Azula
207.0,Fulghor,Default,Mistwood,Godskin Apostle
207.0,Fulghor,Default,Northeast Tunnel Entrance,Grave Warden Duelist
208.0,Fulghor,Default,Northwest of Lake,Godskin Noble
208.0,Fulghor,Default,Murkwater Terminus,Ancient Dragon
208.0,Fulghor,Default,Stormhill,Nox Warriors
208.0,Fulghor,Default,Highroad,Omen
208.0,Fulghor,Default,East of Lake,Banished Knights
208.0,Fulghor,Default,Mistwood,Beastmen of Farum Azula
208.0,Fulghor,Default,Northeast Tunnel Entrance,Crucible Knight with Sword
209.0,Fulghor,Default,Northwest of Lake,Nox Warriors
209.0,Fulghor,Default,Murkwater Terminus,Crystalians
209.0,Fulghor,Default,Stormhill,Godskin Apostle
209.0,Fulghor,Default,Highroad,Beastmen of Farum Azula
209.0,Fulghor,Default,East of Lake,Bloodhound Knight
209.0,Fulghor,Default,Mistwood,Grave Warden Duelist
209.0,Fulghor,Default,Northeast Tunnel Entrance,Dragonkin Soldier
210.0,Fulghor,Default,Northwest of Lake,Dragonkin Soldier
210.0,Fulghor,Default,Murkwater Terminus,Grave Warden Duelist
210.0,Fulghor,Default,Stormhill,Ancient Dragon
210.0,Fulghor,Default,Highroad,Stoneskin Lords
210.0,Fulghor,Default,East of Lake,Crucible Knight with Sword
210.0,Fulghor,Default,Mistwood,Beastly Brigade
210.0,Fulghor,Default,Northeast Tunnel Entrance,Bloodhound Knight
211.0,Fulghor,Default,Northwest of Lake,Beastly Brigade
211.0,Fulghor,Default,Murkwater Terminus,Omen
211.0,Fulghor,Default,Stormhill,Dragonkin Soldier
211.0,Fulghor,Default,Highroad,Stoneskin Lords
211.0,Fulghor,Default,East of Lake,Crucible Knight with Sword
211.0,Fulghor,Default,Mistwood,Banished Knights
211.0,Fulghor,Default,Northeast Tunnel Entrance,Crystalians
212.0,Fulghor,Default,Northwest of Lake,Crucible Knight with Spear
212.0,Fulghor,Default,Murkwater Terminus,Banished Knights
212.0,Fulghor,Default,Stormhill,Omen
212.0,Fulghor,Default,Highroad,Grave Warden Duelist
212.0,Fulghor,Default,East of Lake,Nox Warriors
212.0,Fulghor,Default,Mistwood,Crucible Knight with Sword
212.0,Fulghor,Default,Northeast Tunnel Entrance,Bloodhound Knight
213.0,Fulghor,Default,Northwest of Lake,Beastly Brigade
213.0,Fulghor,Default,Murkwater Terminus,Dragonkin Soldier
213.0,Fulghor,Default,Stormhill,Stoneskin Lords
213.0,Fulghor,Default,Highroad,Crystalians
213.0,Fulghor,Default,East of Lake,Godskin Apostle
213.0,Fulghor,Default,Mistwood,Beastmen of Farum Azula
213.0,Fulghor,Default,Northeast Tunnel Entrance,Banished Knights
214.0,Fulghor,Default,Northwest of Lake,Beastmen of Farum Azula
214.0,Fulghor,Default,Murkwater Terminus,Stoneskin Lords
214.0,Fulghor,Default,Stormhill,Omen
214.0,Fulghor,Default,Highroad,Crystalians
214.0,Fulghor,Default,East of Lake,Godskin Noble
214.0,Fulghor,Default,Mistwood,Crucible Knight with Spear
214.0,Fulghor,Default,Northeast Tunnel Entrance,Nox Warriors
215.0,Fulghor,Default,Northwest of Lake,Bloodhound Knight
215.0,Fulghor,Default,Murkwater Terminus,Stoneskin Lords
215.0,Fulghor,Default,Stormhill,Dragonkin Soldier
215.0,Fulghor,Default,Highroad,Crucible Knight with Spear
215.0,Fulghor,Default,East of Lake,Beastmen of Farum Azula
215.0,Fulghor,Default,Mistwood,Banished Knights
215.0,Fulghor,Default,Northeast Tunnel Entrance,Beastly Brigade
216.0,Fulghor,Default,Northwest of Lake,Stoneskin Lords
216.0,Fulghor,Default,Murkwater Terminus,Omen
216.0,Fulghor,Default,Stormhill,Nox Warriors
216.0,Fulghor,Default,Highroad,Crystalians
216.0,Fulghor,Default,East of Lake,Godskin Apostle
216.0,Fulghor,Default,Mistwood,Godskin Noble
216.0,Fulghor,Default,Northeast Tunnel Entrance,Beastly Brigade
217.0,Fulghor,Default,Northwest of Lake,Beastmen of Farum Azula
217.0,Fulghor,Default,Murkwater Terminus,Grave Warden Duelist
217.0,Fulghor,Default,Stormhill,Crucible Knight with Spear
217.0,Fulghor,Default,Highroad,Banished Knights
217.0,Fulghor,Default,East of Lake,Bloodhound Knight
217.0,Fulghor,Default,Mistwood,Stoneskin Lords
217.0,Fulghor,Default,Northeast Tunnel Entrance,Godskin Noble
218.0,Fulghor,Default,Northwest of Lake,Stoneskin Lords
218.0,Fulghor,Default,Murkwater Terminus,Nox Warriors
218.0,Fulghor,Default,Stormhill,Dragonkin Soldier
218.0,Fulghor,Default,Highroad,Godskin Noble
218.0,Fulghor,Default,East of Lake,Crystalians
218.0,Fulghor,Default,Mistwood,Grave Warden Duelist
218.0,Fulghor,Default,Northeast Tunnel Entrance,Beastmen of Farum Azula
219.0,Fulghor,Default,Northwest of Lake,Stoneskin Lords
219.0,Fulghor,Default,Murkwater Terminus,Omen
219.0,Fulghor,Default,Stormhill,Crucible Knight with Sword
219.0,Fulghor,Default,Highroad,Crucible Knight with Spear
219.0,Fulghor,Default,East of Lake,Beastmen of Farum Azula
219.0,Fulghor,Default,Mistwood,Crystalians
219.0,Fulghor,Default,Northeast Tunnel Entrance,Nox Warriors
220.0,Fulghor,Mountaintop,Northwest of Lake,Stoneskin Lords
220.0,Fulghor,Mountaintop,East of Lake,Beastly Brigade
220.0,Fulghor,Mountaintop,Mistwood,Godskin Apostle
220.0,Fulghor,Mountaintop,Northeast Tunnel Entrance,Bloodhound Knight
221.0,Fulghor,Mountaintop,Northwest of Lake,Omen
221.0,Fulghor,Mountaintop,East of Lake,Banished Knights
221.0,Fulghor,Mountaintop,Mistwood,Godskin Noble
221.0,Fulghor,Mountaintop,Northeast Tunnel Entrance,Nox Warriors
222.0,Fulghor,Mountaintop,Northwest of Lake,Banished Knights
222.0,Fulghor,Mountaintop,East of Lake,Grave Warden Duelist
222.0,Fulghor,Mountaintop,Mistwood,Godskin Apostle
222.0,Fulghor,Mountaintop,Northeast Tunnel Entrance,Crystalians
223.0,Fulghor,Mountaintop,Northwest of Lake,Beastly Brigade
223.0,Fulghor,Mountaintop,East of Lake,Stoneskin Lords
223.0,Fulghor,Mountaintop,Mistwood,Crystalians
223.0,Fulghor,Mountaintop,Northeast Tunnel Entrance,Crucible Knight with Spear
224.0,Fulghor,Mountaintop,Northwest of Lake,Godskin Apostle
224.0,Fulghor,Mountaintop,East of Lake,Nox Warriors
224.0,Fulghor,Mountaintop,Mistwood,Bloodhound Knight
224.0,Fulghor,Mountaintop,Northeast Tunnel Entrance,Beastmen of Farum Azula
225.0,Fulghor,Crater,Northwest of Lake,Omen
225.0,Fulghor,Crater,Stormhill,Crucible Knight with Spear
225.0,Fulghor,Crater,East of Lake,Bloodhound Knight
225.0,Fulghor,Crater,Mistwood,Crystalians
226.0,Fulghor,Crater,Northwest of Lake,Godskin Apostle
226.0,Fulghor,Crater,Stormhill,Beastmen of Farum Azula
226.0,Fulghor,Crater,East of Lake,Nox Warriors
226.0,Fulghor,Crater,Mistwood,Stoneskin Lords
227.0,Fulghor,Crater,Northwest of Lake,Crucible Knight with Spear
227.0,Fulghor,Crater,Stormhill,Nox Warriors
227.0,Fulghor,Crater,East of Lake,Stoneskin Lords
227.0,Fulghor,Crater,Mistwood,Beastmen of Farum Azula
228.0,Fulghor,Crater,Northwest of Lake,Crystalians
228.0,Fulghor,Crater,Stormhill,Godskin Apostle
228.0,Fulghor,Crater,East of Lake,Stoneskin Lords
228.0,Fulghor,Crater,Mistwood,Beastmen of Farum Azula
229.0,Fulghor,Crater,Northwest of Lake,Bloodhound Knight
229.0,Fulghor,Crater,Stormhill,Godskin Apostle
229.0,Fulghor,Crater,East of Lake,Beastmen of Farum Azula
229.0,Fulghor,Crater,Mistwood,Crystalians
230.0,Fulghor,Rotted Woods,Northwest of Lake,Grave Warden Duelist
230.0,Fulghor,Rotted Woods,Murkwater Terminus,Omen
230.0,Fulghor,Rotted Woods,Stormhill,Nox Warriors
